Iteration,InitDuration
0,476.18
1,538.68
2,559.17
3,450.45
4,440.59
5,492.58
6,505.53
7,483.01
8,410.08
9,516.32
10,422.83
11,509.98
12,493.63
13,515.25
14,524.41
15,436.21
16,423.35
17,508.20
18,532.54
19,518.74
