Iteration,InitDuration
0,450.86
1,415.00
2,489.56
3,476.43
4,441.23
5,434.25
6,522.46
7,430.32
8,457.75
9,496.02
10,420.87
11,389.77
12,386.53
13,378.30
14,407.76
15,457.42
16,453.98
17,397.09
18,456.17
19,463.32
20,440.51
21,413.75
22,474.31
23,426.97
24,415.38
