Iteration,InitDuration
0,238.49
1,214.41
2,274.91
3,225.74
4,251.69
5,222.60
6,237.43
7,258.83
8,238.44
9,259.03
10,236.59
11,222.98
12,200.79
13,217.63
14,229.53
15,223.16
16,242.11
17,226.47
18,202.39
19,231.48
