Iteration,InitDuration
0,246.36
1,259.07
2,226.06
3,272.93
4,239.02
5,252.72
6,261.50
7,261.34
8,219.86
9,267.41
10,260.15
11,261.62
12,274.16
13,211.14
14,273.80
15,247.37
16,211.06
17,271.98
18,259.26
19,249.01
