Iteration,InitDuration
0,274.63
1,269.10
2,214.49
3,280.39
4,267.63
5,234.07
6,229.19
7,255.98
8,275.99
9,214.28
10,257.48
11,267.63
12,242.32
13,267.36
14,253.05
15,266.58
16,236.23
17,247.94
18,271.90
19,270.56
