Iteration,InitDuration
0,409.91
1,357.52
2,374.68
3,414.26
4,400.01
5,318.36
6,458.49
7,449.23
8,420.04
9,383.97
10,396.20
11,384.27
12,307.60
13,415.98
14,399.26
15,377.11
16,421.75
17,419.61
18,391.94
19,301.57
