Iteration,InitDuration
0,378.64
1,405.03
2,367.66
3,390.81
4,331.95
5,362.97
6,356.54
7,334.65
8,348.02
9,384.42
10,371.61
11,314.18
12,377.24
13,323.19
14,386.52
15,328.54
16,389.64
17,382.91
18,376.80
19,344.23
